STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA
AMM ENREGISTREE,Commercialisé,ISOF,400 MG,COMPRIME PELLICULE,BOITE DE 28,GN,SOFOSBUVIR,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"3000,00","2676,00","2549,02",1452,
AMM ENREGISTREE,Commercialisé AO / Export,ISONIAL,150 MG,COMPRIME,BOITE DE 100,GN,ISONIAZIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"27,70","17,30","16,47",1453,
AMM ENREGISTREE,Commercialisé AO / Export,ISONIAL,50 MG,COMPRIME,BOITE DE 100,GN,ISONIAZIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"26,20","16,30","15,58",1454,
AMM ENREGISTREE,Commercialisé,LACTULAX,0,SIROP,FLACON DE 200 ML,GN,LACTULOSE,GASTRO-ENTEROLOGIE,GALENICA,"35,30","22,00","21,00",1455,
AMM ENREGISTREE,Commercialisé AO / Export,LODIPINE GALENICA,10 MG,COMPRIME,BOITE DE 14,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"38,90","24,30","23,16",1456,
AMM ENREGISTREE,Commercialisé Export,LODIPINE GALENICA,10 MG,COMPRIME,BOITE DE 30,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"70,90","44,30","42,20",1457,
AMM ENREGISTREE,Commercialisé AO / Export,LODIPINE GALENICA,5 MG,COMPRIME,BOITE DE 14,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"19,00","11,90","11,31",1458,
AMM ENREGISTREE,Commercialisé Export,LODIPINE GALENICA,5 MG,COMPRIME,BOITE DE 30,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"36,20","22,60","21,55",1459,
AMM ENREGISTREE,Commercialisé AO / Export,LYSOPURIC,100 MG,COMPRIME,BOITE DE 100,GN,ALLOPURINOL,RHUMATOLOGIE,GALENICA,"34,30","21,40","20,42",1460,
AMM ENREGISTREE,Commercialisé,LYSOPURIC,100 MG,COMPRIME,BOITE DE 50,GN,ALLOPURINOL,RHUMATOLOGIE,GALENICA,"24,40","15,30","14,55",1461,
AMM ENREGISTREE,Non Commercialisé,MEBIZOL,"0,02",SUSPENSION,FLACON DE 30 ML,GN,MEBENDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"15,20","9,50","9,07",1462,
AMM ENREGISTREE,Non Commercialisé,MEBIZOL,100 MG,COMPRIME,BOITE DE 6,GN,MEBENDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"13,40","8,30","7,96",1463,
AMM ENREGISTREE,Commercialisé AO / Export,MEPRAMIDE,"0,0024",GOUTTE BUVABLE,FLACON DE 60 ML,GN,BROMOPRIDE,GASTRO-ENTEROLOGIE,GALENICA,"16,90","10,50","10,04",1464,
AMM ENREGISTREE,Commercialisé AO / Export,MEPRAMIDE,10 MG,COMPRIME,BOITE DE 20,GN,BROMOPRIDE,GASTRO-ENTEROLOGIE,GALENICA,"33,50","21,00","19,97",1465,
AMM ENREGISTREE,Commercialisé,MEPRAMIDE,"0,01",SOLUTION BUVABLE,FLACON DE 125 ML,GN,BROMOPRIDE,GASTRO-ENTEROLOGIE,GALENICA,"26,30","16,50","15,69",1466,
AMM ENREGISTREE,Commercialisé,METROZAL,"0,04",SUSPENSION BUVABLE,FLACON DE 120 ML,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"22,90","14,30","13,63",1467,
AMM ENREGISTREE,Commercialisé,METROZAL,250 MG,COMPRIME,BOITE DE 20,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"17,10","10,70","10,21",1468,
AMM ENREGISTREE,Commercialisé,METROZAL,500 MG,COMPRIME,BOITE DE 20,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"30,40","19,00","18,08",1469,
AMM ENREGISTREE,Commercialisé,METROZAL,500 MG,OVULE,BOITE DE 10,GN,METRONIDAZOLE,GYNECOLOGIE,GALENICA,"25,90","16,20","15,43",1470,
AMM ENREGISTREE,Commercialisé,MORIDIL,0,POMMADE,TUBE DE 20 G,GN,CARRAGHENATE // OXYDE DE ZINC // DIOXYDE DE TITANE // LIDOCAINE,GASTRO-ENTEROLOGIE,GALENICA,"12,40","7,70","7,37",1471,
AMM ENREGISTREE,Commercialisé,MORIDIL,0,SUPPOSITOIRE,BOITE DE 12,GN,CARRAGHENATE // OXYDE DE ZINC // DIOXYDE DE TITANE // LIDOCAINE,GASTRO-ENTEROLOGIE,GALENICA,"16,20","10,10","9,65",1472,
AMM ENREGISTREE,Commercialisé,MUCOCIL ADULTE,"0,05",SIROP,FLACON DE 125 ML,GN,CARBOCISTEINE,PNEUMOLOGIE,GALENICA,"18,20","11,40","10,82",1473,
AMM ENREGISTREE,Commercialisé,MUCOCIL ADULTE,"0,05",SIROP,FLACON DE 300ML,GN,CARBOCISTEINE,PNEUMOLOGIE,GALENICA,"43,40","27,10","25,81",1474,
AMM ENREGISTREE,Commercialisé,MUCOCIL ENFANT,"0,02",SIROP,FLACON DE 125 ML,GN,CARBOCISTEINE,PNEUMOLOGIE,GALENICA,"12,10","7,60","7,20",1475,
AMM ENREGISTREE,Commercialisé AO / Export,NEOMOX,1 G / ML,INJECTABLE,1 AMPOULE,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"14,10","8,80","8,42",1476,
AMM ENREGISTREE,Commercialisé,NEOMOX,1 G,COMPRIME DISPERSIBLE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"51,40","32,10","30,59",1477,
AMM ENREGISTREE,Commercialisé,NEOMOX,1 G,COMPRIME DISPERSIBLE,BOITE DE 14,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"59,90","37,50","35,68",1478,
AMM ENREGISTREE,Commercialisé,NEOMOX,1 G,COMPRIME DISPERSIBLE,BOITE DE 24,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"90,40","56,50","53,83",1479,
AMM ENREGISTREE,Commercialisé,NEOMOX,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 100 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"23,70","14,80","14,14",1480,
AMM ENREGISTREE,Commercialisé,NEOMOX,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"14,30","8,90","8,53",1481,
AMM ENREGISTREE,Non Commercialisé,NEOMOX,250 MG,COMPRIME DISPERSIBLE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"28,60","17,90","17,02",1482,
AMM ENREGISTREE,Non Commercialisé,NEOMOX,250 MG,COMPRIME DISPERSIBLE,BOITE DE 24,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"43,80","27,40","26,09",1483,
AMM ENREGISTREE,Commercialisé,NEOMOX,250 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"31,40","19,60","18,72",1484,
AMM ENREGISTREE,Commercialisé,NEOMOX,250 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 60 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"22,80","14,30","13,60",1485,
AMM ENREGISTREE,Commercialisé AO / Export,NEOMOX,500 MG / ML,INJECTABLE,1 AMPOULE,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"10,20","6,40","6,06",1486,
AMM ENREGISTREE,Commercialisé AO / Export,NEOMOX,500 MG,GELULE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"32,30","20,20","19,24",1487,
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"52,10","32,60","31,01",1488,
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 60 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"31,30","19,50","18,61",1489,
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,COMPRIME DISPERSIBLE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"32,30","20,20","19,24",1490,
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,COMPRIME DISPERSIBLE,BOITE DE 24,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"56,90","35,50","33,86",1491,
AMM ENREGISTREE,Commercialisé AO / Export,NEURID,"0,005",SOLUTION BUVABLE,FLACON DE 125 ML,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GALENICA,"15,30","9,50","9,09",1492,
AMM ENREGISTREE,Commercialisé AO / Export,NEURID,200 MG,COMPRIME,BOITE DE 12,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GALENICA,"53,40","33,40","31,78",1493,
AMM ENREGISTREE,Commercialisé AO / Export,NEURID,50 MG,GELULE,BOITE DE 20,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GALENICA,"26,40","16,50","15,71",1494,
AMM ENREGISTREE,Non Commercialisé,PELOXIL,"0,02",LOTION,FLACON DE 60 ML,GN,MINOXIDIL,DERMATOLOGIE,GALENICA,"172,90","108,10","102,92",1495,
AMM ENREGISTREE,Commercialisé AO / Export,PENICILLINE G GALENICA,1 MUI,INJECTABLE,1 FLACON,GN,PENICILLINE G (SODIQUE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"7,10","4,50","4,26",1496,
AMM ENREGISTREE,Commercialisé,PENISTAPH,125 MG / 5 ML,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"24,30","15,20","14,46",1497,
AMM ENREGISTREE,Commercialisé Export,PENISTAPH,125 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"16,80","10,50","10,01",1498,
AMM ENREGISTREE,Commercialisé,PENISTAPH,250 MG / 5 ML,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"50,50","31,50","30,04",1499,
AMM ENREGISTREE,Non Commercialisé,PENISTAPH,250 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"33,60","21,00","20,03",1500,
AMM ENREGISTREE,Commercialisé,PENISTAPH,500 MG,GELULE,BOITE DE 12,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"43,90","27,40","26,15",1501,
AMM ENREGISTREE,Commercialisé AO / Export,PENISTAPH,500 MG,GELULE,BOITE DE 16,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"65,40","40,90","38,94",1502,
AMM ENREGISTREE,Commercialisé,PENISTAPH,500 MG,GELULE,BOITE DE 24,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"83,20","52,00","49,51",1503,
AMM ENREGISTREE,Commercialisé,PERNABOL,"0,04 G",SIROP,FLACON DE 125 ML,GN,CYPROHEPTADINE,METABOLISME NUTRITION DIABETE,GALENICA,"12,70","7,90","7,54",1504,
AMM ENREGISTREE,Commercialisé,PERNABOL,4 MG,COMPRIME,BOITE DE 30,GN,CYPROHEPTADINE,METABOLISME NUTRITION DIABETE,GALENICA,"15,70","9,80","9,35",1505,
AMM ENREGISTREE,Commercialisé,PERNABOL,4 MG,COMPRIME,BOITE DE 90,GN,CYPROHEPTADINE,METABOLISME NUTRITION DIABETE,GALENICA,"40,70","25,50","24,25",1506,
AMM ENREGISTREE,Commercialisé,PERVITAL,0,SIROP,FLACON DE 125 ML,GN,CYPROHEPTADINE // VITAMINES,METABOLISME NUTRITION DIABETE,GALENICA,"23,10","14,40","13,77",1507,
AMM ENREGISTREE,Commercialisé,PERVITAL,0,COMPRIME,BOITE DE 20,GN,CYPROHEPTADINE // VITAMINES,METABOLISME NUTRITION DIABETE,GALENICA,"41,00","25,60","24,39",1508,
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,"0,0026",GOUTTE BUVABLE,FLACON DE 60 ML,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"11,10","6,90","6,62",1509,
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,"0,001",SOLUTION BUVABLE,FLACON DE 125 ML,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"15,60","9,70","9,29",1510,
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,10 MG,COMPRIME,BOITE DE 20,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"13,40","8,40","7,98",1511,
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,10 MG,COMPRIME,BOITE DE 40,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"13,10","8,20","7,82",1512,
AMM ENREGISTREE,Commercialisé AO / Export,PRODOL,"0,05",GEL,TUBE DE 50 G,GN,IBUPROFENE,RHUMATOLOGIE,GALENICA,"36,10","22,60","21,50",1513,
AMM ENREGISTREE,Commercialisé,PRODOL,20 MG / ML,SUSPENSION BUVABLE,FLACON DE 150 ML,GN,IBUPROFENE,ANTI-INFLAMMATOIRES,GALENICA,"19,10","11,90","11,35",1514,
AMM ENREGISTREE,Commercialisé AO / Export,PROFLOX,500 MG,COMPRIME,BOITE DE 20,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"131,60","82,20","78,32",1515,
AMM ENREGISTREE,Commercialisé,PROFLOX,250 MG,COMPRIME,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"51,40","32,10","30,60",1516,
AMM ENREGISTREE,Commercialisé AO / Export,PROFLOX,250 MG,COMPRIME,BOITE DE 20,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"74,80","46,70","44,50",1517,
AMM ENREGISTREE,Commercialisé,PROFLOX,500 MG,COMPRIME,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"74,80","46,70","44,50",1518,
AMM ENREGISTREE,Non Commercialisé,PROFLOX,500 MG,COMPRIME,BOITE DE 2,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"32,70","20,40","19,47",1519,
AMM ENREGISTREE,Commercialisé AO / Export,PYRAZIN,500 MG,COMPRIME,BOITE DE 50,GN,PYRAZINAMIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"67,20","42,00","40,00",1520,
AMM ENREGISTREE,Commercialisé,PYROSIX,0,SUSPENSION BUVABLE,BOITE DE 1 FLACON DE 250 ML,GN,ALGINATE (SODIUM),GASTRO-ENTEROLOGIE,GALENICA,"29,10","18,20","17,35",1521,
AMM ENREGISTREE,Non Commercialisé,RANITIL,150 MG,COMPRIME,BOITE DE 60,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"152,50","95,30","90,79",1522,
AMM ENREGISTREE,Non Commercialisé,RANITIL,300 MG,COMPRIME,BOITE DE 14,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"96,80","60,50","57,65",1523,
AMM ENREGISTREE,Commercialisé AO / Export,RANITIL,150 MG,COMPRIME,BOITE DE 30,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"104,90","65,50","62,42",1524,
AMM ENREGISTREE,Non Commercialisé,RANITIL,150 MG,COMPRIME EFFERVESCENT,BOITE DE 20,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"75,70","47,30","45,06",1525,
AMM ENREGISTREE,Non Commercialisé,RANITIL,300 MG,COMPRIME,BOITE DE 10,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"69,20","43,20","41,18",1526,
AMM ENREGISTREE,Commercialisé AO / Export,RANITIL,300 MG,COMPRIME,BOITE DE 30,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"152,50","95,30","90,79",1527,
AMM ENREGISTREE,Commercialisé EXPORT,REGULAX,0,SACHET,BOITE DE 20,GN,TEGUMENTS D'ISPAGHUL,GASTRO-ENTEROLOGIE,GALENICA,"52,80","33,00","31,43",1528,
AMM ENREGISTREE,Commercialisé,RHUMIX,400 MG / 300 MG / 200 MG / 60 MG / 25 MG / 4 MG,SACHET,BOITE DE 10,GN,PARACETAMOL // ACIDE ASCORBIQUE // IBUPROFENE  // PSEUDOEPHEDRINE // CAFEINE // CHLORPHENAMINE (MALEATE),ANTALGIQUES,GALENICA,"20,60","12,80","12,24",1529,
AMM ENREGISTREE,Non Commercialisé,RITROCINE,300 MG,COMPRIME,BOITE DE 7,GN,ROXITHROMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"78,20","48,90","46,55",1530,
AMM SUSPENDUE,Suspendu du Marché,ROXID,"0,044",SUSPENSION BUVABLE,FLACON DE 90 ML,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"21,20","13,20","12,60",1531,
AMM ENREGISTREE,Commercialisé AO / Export,ROXID,100 MG,GELULE,BOITE DE 16,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"10,70","6,70","6,40",1532,
AMM ENREGISTREE,Commercialisé AO / Export,ROXID,100 MG,GELULE,BOITE DE 30,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"20,20","12,60","12,00",1533,
AMM ENREGISTREE,Commercialisé,ROXID,200 MG,GELULE,BOITE DE 16,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"17,10","10,70","10,21",1534,
AMM ENREGISTREE,Commercialisé,ROXID,200 MG,GELULE,BOITE DE 28,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"28,80","18,00","17,13",1535,
AMM ENREGISTREE,Commercialisé AO / Export,RYBAC,200 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 60 ML,GN,ERYTHROMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"24,80","15,50","14,74",1536,
AMM ENREGISTREE,Commercialisé AO / Export,RYBAC,500 MG,COMPRIME,BOITE DE 20,GN,ERYTHROMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"76,20","47,60","45,39",1537,
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,20 MG,COMPRIME ENROBE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"84,10","52,60","50,08",1538,
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,20 MG,COMPRIME ENROBE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"159,80","99,90","95,13",1539,
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,40 MG,COMPRIME ENROBE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"159,80","99,90","95,13",1540,
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,40 MG,COMPRIME ENROBE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"283,00","188,10","179,14",1541,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,1 G,SOLUTION INJECTABLE,BOITE DE 1 FLACON,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"7,00","4,40","4,20",1542,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,1 G,SOLUTION INJECTABLE,BOITE DE 6 FL,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"41,70","26,10","24,84",1543,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,100 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,GALENICA,"16,20","10,10","9,62",1544,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,1000 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"50,60","31,60","30,15",1545,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,2 G,SOLUTION INJECTABLE,BOITE DE 1 FLACON,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"11,10","6,90","6,62",1546,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,2 G,SOLUTION INJECTABLE,BOITE DE 6 FL,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"61,60","38,50","36,66",1547,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,250 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,GALENICA,"17,30","10,80","10,29",1548,
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,500 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"20,40","12,70","12,13",1549,
AMM ENREGISTREE,Non Commercialisé,STREPTOMYCINE,1 G,INJECTABLE,1 FLACON,GN,STREPTOMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"8,10","5,00","4,81",1550,
AMM ENREGISTREE,Non Commercialisé,TINIZOL,500 MG,COMPRIME,BOITE DE 12,GN,TINIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"47,70","29,80","28,37",1551,
AMM ENREGISTREE,Non Commercialisé,TINIZOL,500 MG,COMPRIME,BOITE DE 4,GN,TINIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"19,10","11,90","11,35",1552,
AMM ENREGISTREE,Commercialisé,TRISULFA,"4 / 0,8 G",SUSPENSION,FLACON DE 100 ML,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"19,10","11,90","11,35",1553,
AMM ENREGISTREE,Commercialisé,TRISULFA ADULTE,400 MG / 80 MG,COMPRIME,BOITE DE 20,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"21,00","13,10","12,49",1554,
AMM ENREGISTREE,Commercialisé AO / Export,TRISULFA FORTE,800 MG / 160 MG,COMPRIME,BOITE DE 10,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"16,20","10,10","9,65",1555,
AMM ENREGISTREE,Commercialisé,TRISULFA FORTE,800 MG / 160 MG,COMPRIME,BOITE DE 20,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"28,50","17,80","16,98",1556,
AMM ENREGISTREE,Non Commercialisé,ULCECURE,1000 / 500 / 20 MG,COMPRIME / GELULE,42 UNITES,GN,AMOXICILLINE // CLARITHROMYCINE // OMEPRAZOLE,GASTRO-ENTEROLOGIE,GALENICA,"315,00","209,00","199,60",1557,
AMM RETIREE,Rertiré du Marché,ULCEMID,400 MG,COMPRIME,BOITE DE 20,GN,CIMETIDINE,GASTRO-ENTEROLOGIE,GALENICA,"32,00","19,90","17,80",1558,
AMM ENREGISTREE,Non Commercialisé,VIBREX,100 MG,COMPRIME,BOITE DE 1,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"46,70","29,20","27,82",1559,
AMM ENREGISTREE,Non Commercialisé,VIBREX,100 MG,COMPRIME,BOITE DE 4,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"161,90","101,20","96,35",1560,
AMM ENREGISTREE,Non Commercialisé,VIBREX,50 MG,COMPRIME,BOITE DE 1,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"32,50","20,30","19,35",1561,
AMM ENREGISTREE,Non Commercialisé,VIBREX,50 MG,COMPRIME,BOITE DE 4,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"93,50","58,40","55,64",1562,
AMM ENREGISTREE,Commercialisé,VITAMINE C,1000,COMPRIME EFFERVESCENT,BOITE DE 10,GN,ACIDE ASCORBIQUE,VITAMINES,GALENICA,"13,80","8,60","8,23",1563,
AMM ENREGISTREE,Commercialisé,VITAMINE C,1000,COMPRIME EFFERVESCENT,BOITE DE 20,GN,ACIDE ASCORBIQUE,VITAMINES,GALENICA,"24,80","15,50","14,74",1564,
AMM ENREGISTREE,Non Commercialisé,ZEPRAL,10 MG,GELULE,BOITE DE 30,GN,CLORAZEPATE (DIPOTASSIQUE),NEUROLOGIE-PSYCHIATRIE,GALENICA,"17,40","10,90","10,35",1565,
AMM ENREGISTREE,Non Commercialisé,ZEPRAL,5 MG,GELULE,BOITE DE 30,GN,CLORAZEPATE (DIPOTASSIQUE),NEUROLOGIE-PSYCHIATRIE,GALENICA,"13,40","8,40","7,98",1566,
AMM ENREGISTREE,Non Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTION POUR PERFUSION (IV) POCHE SOUPLE FLIP OFF EN PVC PLASTIFIEE,POCHE DE 250 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,50","8,50","8,07",1567,
